request_id,source_text_file,line_number,matched_keywords,snippet
geoscope_mini_piezometer_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/VisualisationCDA_13efacc0.dat.head.txt,17,minipiezometer; piezometer,"CLIPPING=CLIPTOVIEWPORT T=""Minipiezometer"" TEXT"
geoscope_extensometer_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2024-12-19_Input_HERMES_BGR_20241217_a3a7ba63.pdf.txt,230,extensometer,"There exist pointwise measurements (as piezometer, extensometer) and two -dimensional measurements, as ERT, TDR and laser scans. Especially for the water content"
geoscope_extensometer_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2024-12-19_Input_HERMES_BGR_20241217_a3a7ba63.pdf.txt,321,strain,"that not all targets can be achieved in the planned time. This could be caused by capacity constraints, especially in t erms of personnel. The proposed development of strategies for near field effects is based on the existence"
geoscope_extensometer_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2026-05-11_TD517_CD-A_260507__Minutes_382ada29.pdf.txt,102,extensometer,"Geoscope (relative humidity, temperature, opening times of door, extensometer, Mini-Piezometer, crackmeter, suction measurements) plus Laser scans with statistical"
geoscope_extensometer_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2026-05-11_TD517_CD-A_260507__Minutes_382ada29.pdf.txt,110,extensometer; extensometers,and low RH during the winter 25/26 • Data failure of horizontal and vertical extensometers (BCD-A9 and BCD-A10) in the closed niche since
geoscope_extensometer_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2026-05-11_TD517_CD-A_260507__Minutes_382ada29.pdf.txt,111,BCD-A10; BCD-A9,• Data failure of horizontal and vertical extensometers (BCD-A9 and BCD-A10) in the closed niche since September 2025 – next steps?
geoscope_extensometer_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2026-05-11_TD517_CD-A_260507__Minutes_382ada29.pdf.txt,209,displacement,Precision Levelling Twin Niches Summary: Detectable displacement: from 0.1 to 0.2 mm (depending on the point; Confidence level 95%)
geoscope_extensometer_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2026-05-11_TD517_CD-A_260507__Minutes_382ada29.pdf.txt,331,strain,-Model with perfect ring geometry: Simulated elastic strain showed discrepancies vs. measurements (extensometer). This is focus of ongoing
geoscope_extensometer_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_Slides_TD_260427x_71b1ce18.pdf.txt,185,extensometer,- Pore pressures - Extensometer measurements - …
geoscope_extensometer_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_Slides_TD_260427x_71b1ce18.pdf.txt,244,strain,--- Page 23 --- Segmental strains: Measurement versus modelling
geoscope_extensometer_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_Slides_TD_260427x_71b1ce18.pdf.txt,248,strain,--- Page 24 --- Segmental strains: Measurement versus modelling
geoscope_extensometer_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_Slides_TD_260427x_71b1ce18.pdf.txt,252,strain,--- Page 25 --- Segmental strains: Measurement versus modelling
geoscope_extensometer_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_Slides_TD_260427x_71b1ce18.pdf.txt,263,extensometer,"Test of different HPC solvers (EDF, BGR) • Validation of modeling results against measurements (extensometer, pore pressure, suction…) indicates open questions:"
geoscope_extensometer_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_TD_2026_sc_7834d993.pdf.txt,12,strain,"- 2D model (Test of different solvers, computational efficiency analyse) - Evaluation of strains - Comparison with 3D model (Tuanny) and extensometer measurements"
geoscope_extensometer_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_TD_2026_sc_7834d993.pdf.txt,13,extensometer,- Evaluation of strains - Comparison with 3D model (Tuanny) and extensometer measurements - Next: test of constitutive models
geoscope_extensometer_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_TD_2026_sc_7834d993.pdf.txt,19,displacement; extensometer; strain,Next focus: Comparison with Measurements: • Displacements / Strains (Extensometer measurements) • Pore pressure (Mini-Piezometer measurements)
geoscope_extensometer_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_TD_2026_sc_7834d993.pdf.txt,28,strain,"- 2D model (Test of different solvers, computational efficiency analyse ) - Evaluation of strains - Comparison with 3D model (Tuanny) and extensometer measurements"
geoscope_extensometer_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_TD_2026_sc_7834d993.pdf.txt,29,extensometer,- Evaluation of strains - Comparison with 3D model (Tuanny) and extensometer measurements - Next: test of constitutive models
geoscope_extensometer_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/Folien_Niv_TD_CDA_2026_99304cee.pdf.txt,54,displacement,Precision Levelling Twin Niches Current results → total displacement Precision Levelling Twin Niches
geoscope_extensometer_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/Folien_Niv_TD_CDA_2026_99304cee.pdf.txt,77,displacement,Precision Levelling Twin Niches Current results → total displacement Precision Levelling Twin Niches
geoscope_extensometer_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/Folien_Niv_TD_CDA_2026_99304cee.pdf.txt,84,displacement,Geodesy and Federal Directorate of Cadastral Surveying • Detectable displacement: from 0.1 to 0.2 mm (depending on the point; Confidence level 95%)
geoscope_extensometer_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/VisualisationCDA_13efacc0.dat.head.txt,30,extensometer,"CLIPPING=CLIPTOVIEWPORT T=""Extensometer"" TEXT"
geoscope_crackmeter_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2024-12-19_Input_HERMES_BGR_20241217_a3a7ba63.pdf.txt,228,crack width,"term, ongoing measurements on deformation, humidity, water content, pore  water pressures, crack width, etc. There exist pointwise measurements (as piezometer,"
geoscope_crackmeter_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2026-05-11_TD517_CD-A_260507__Minutes_382ada29.pdf.txt,102,crackmeter,"Geoscope (relative humidity, temperature, opening times of door, extensometer, Mini-Piezometer, crackmeter, suction measurements) plus Laser scans with statistical"
geoscope_crackmeter_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2026-05-11_TD517_CD-A_260507__Minutes_382ada29.pdf.txt,114,crackmeter,• Mini-Piezometers BCD-A28 to BCD-A31 are working well • Crackmeter indicate ongoing trend in closed niche (1 measuring point) and seasonal variation in open niche
geoscope_crackmeter_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2026-05-11_TD517_CD-A_260507__Minutes_382ada29.pdf.txt,357,crackmeter,"(extensometer, pore pressure, suction, …). The crackmeter measurements at one position in the CT indicate ongoing closure of the crack. Possible"
geoscope_crackmeter_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2026-05-11_TD517_CD-A_260507__Minutes_382ada29.pdf.txt,358,closure of the crack,crackmeter measurements at one position in the CT indicate ongoing closure of the crack. Possible adjustments have been discussed and can be further
geoscope_crackmeter_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_Slides_TD_260427x_71b1ce18.pdf.txt,334,crackmeter,--- Page 33 --- Trends in measurements: Crackmeter
geoscope_crackmeter_time_series,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_Slides_TD_260427x_71b1ce18.pdf.txt,350,crackmeter,Steady state reached? • Crackmeter shows ongoing trend! • Taupe (slight trends)
laser_scan_statistical_interpretation_2026_04_20,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2024-12-19_Input_HERMES_BGR_20241217_a3a7ba63.pdf.txt,231,laser scan; laser scans,"extensometer) and two -dimensional measurements, as ERT, TDR and laser scans. Especially for the water content evolution different results from different measurement"
laser_scan_statistical_interpretation_2026_04_20,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2026-05-11_TD517_CD-A_260507__Minutes_382ada29.pdf.txt,68,laser scan; laser scans,Update of measurements (Geoscope and laser scans) has been sent (20.04.26)
laser_scan_statistical_interpretation_2026_04_20,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2026-05-11_TD517_CD-A_260507__Minutes_382ada29.pdf.txt,103,laser scan; laser scans,"of door, extensometer, Mini-Piezometer, crackmeter, suction measurements) plus Laser scans with statistical interpretation has been sent to all partners (Mail sent by"
laser_scan_statistical_interpretation_2026_04_20,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2026-05-11_TD517_CD-A_260507__Minutes_382ada29.pdf.txt,224,laser scan; laser scanning,• Measurements over a longer time period • Direct comparison with laser scanning measurements
laser_scan_statistical_interpretation_2026_04_20,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_Slides_TD_260427x_71b1ce18.pdf.txt,8,laser scan; laser scans,--- Page 2 --- • Update of measurements (Geoscope and laser scans) has been sent (20.04.26) 9:00 – 10:30:
laser_scan_statistical_interpretation_2026_04_20,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_Slides_TD_260427x_71b1ce18.pdf.txt,28,laser scan; laser scans,--- Page 5 --- • Update of measurements (Geoscope and laser scans) has been sent (20.04.26) 9:00 – 10:30:
laser_scan_statistical_interpretation_2026_04_20,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_Slides_TD_260427x_71b1ce18.pdf.txt,81,laser scan; laser scans,--- Page 13 --- • Update of measurements (Geoscope and laser scans) has been sent (20.04.26) 9:00 – 10:30:
laser_scan_statistical_interpretation_2026_04_20,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_Slides_TD_260427x_71b1ce18.pdf.txt,120,laser scan; laser scans,--- Page 16 --- • Update of measurements (Geoscope and laser scans) has been sent (20.04.26) 9:00 – 10:30:
laser_scan_statistical_interpretation_2026_04_20,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_Slides_TD_260427x_71b1ce18.pdf.txt,271,laser scan; laser scans,--- Page 27 --- • Update of measurements (Geoscope and laser scans) has been sent (20.04.26) 9:00 – 10:30:
laser_scan_statistical_interpretation_2026_04_20,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/Folien_Niv_TD_CDA_2026_99304cee.pdf.txt,22,laser scan; laser scanning,• Reference points in the Lab • Synchronous with the laser scanning and convergence measurements
laser_scan_statistical_interpretation_2026_04_20,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/Folien_Niv_TD_CDA_2026_99304cee.pdf.txt,96,laser scan; laser scanning,• Measurements over a longer time period • Direct comparison with laser scanning measurements 6
precision_levelling_full_survey_table,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2026-05-11_TD517_CD-A_260507__Minutes_382ada29.pdf.txt,76,levelling,"3. Taupe (Franz) 4. Levelling (Sebastian, Senecio, today: Gesa) 5. Suction (Susana, Jose Luis, today: Gesa)"
precision_levelling_full_survey_table,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2026-05-11_TD517_CD-A_260507__Minutes_382ada29.pdf.txt,203,levelling,4. Levelling
precision_levelling_full_survey_table,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2026-05-11_TD517_CD-A_260507__Minutes_382ada29.pdf.txt,208,levelling; precision levelling,Precision Levelling Twin Niches Summary: Detectable displacement: from 0.1 to 0.2 mm
precision_levelling_full_survey_table,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2026-05-11_TD517_CD-A_260507__Minutes_382ada29.pdf.txt,209,detectable displacement,Precision Levelling Twin Niches Summary: Detectable displacement: from 0.1 to 0.2 mm (depending on the point; Confidence level 95%)
precision_levelling_full_survey_table,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2026-05-11_TD517_CD-A_260507__Minutes_382ada29.pdf.txt,215,CDA-O1,Largest deformations: • CDA-O1: -2.1 mm (settlement) • CDA-C4: +1.3 mm (heave / uplift)
precision_levelling_full_survey_table,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_Slides_TD_260427x_71b1ce18.pdf.txt,14,levelling,"• Taupe (Franz) • Levelling (Sebastian, Senecio) • Suction (Susana, Jose Luis, today: Gesa)"
precision_levelling_full_survey_table,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_Slides_TD_260427x_71b1ce18.pdf.txt,34,levelling,"• Taupe (Franz) • Levelling (Sebastian, Senecio) • Suction (Susana, Jose Luis, today: Gesa)"
precision_levelling_full_survey_table,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_Slides_TD_260427x_71b1ce18.pdf.txt,87,levelling,"• Taupe (Franz) • Levelling (Sebastian, Senecio) • Suction (Susana, Jose Luis, today: Gesa)"
precision_levelling_full_survey_table,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_Slides_TD_260427x_71b1ce18.pdf.txt,126,levelling,"• Taupe (Franz) • Levelling (Sebastian, Senecio) • Suction (Susana, Jose Luis, today: Gesa)"
precision_levelling_full_survey_table,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_Slides_TD_260427x_71b1ce18.pdf.txt,277,levelling,"• Taupe (Franz) • Levelling (Sebastian, Senecio) • Suction (Susana, Jose Luis, today: Gesa)"
precision_levelling_full_survey_table,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/Folien_Niv_TD_CDA_2026_99304cee.pdf.txt,6,levelling; precision levelling,Geodesy and Federal Directorate of Cadastral Surveying Precision Levelling Twin Niches 28.04.2026 | Technical Discussion CD-A
precision_levelling_full_survey_table,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/Folien_Niv_TD_CDA_2026_99304cee.pdf.txt,15,levelling; precision levelling,2 Precision Levelling Twin Niches Structure geodetic network
precision_levelling_full_survey_table,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/Folien_Niv_TD_CDA_2026_99304cee.pdf.txt,17,levelling; precision levelling,Structure geodetic network Precision Levelling Twin Niches 28.04.2026 | Technical Discussion CD-A
precision_levelling_full_survey_table,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/Folien_Niv_TD_CDA_2026_99304cee.pdf.txt,44,levelling; precision levelling,3 Precision Levelling Twin Niches Current results → all intermediate epochs
precision_levelling_full_survey_table,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/Folien_Niv_TD_CDA_2026_99304cee.pdf.txt,46,levelling; precision levelling,Current results → all intermediate epochs Precision Levelling Twin Niches 28.04.2026 | Technical Discussion CD-A
geoscope_boundary_and_auxiliary_context,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2026-05-11_TD517_CD-A_260507__Minutes_382ada29.pdf.txt,77,suction,"4. Levelling (Sebastian, Senecio, today: Gesa) 5. Suction (Susana, Jose Luis, today: Gesa) 6. Hannover Meeting focusing on measuring techniques"
geoscope_boundary_and_auxiliary_context,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2026-05-11_TD517_CD-A_260507__Minutes_382ada29.pdf.txt,94,suction,"Stephan, Franz, Sebastian, Shuang) as well as the current report on suction measurements (Susana) are send by mail (11.05.26)."
geoscope_boundary_and_auxiliary_context,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2026-05-11_TD517_CD-A_260507__Minutes_382ada29.pdf.txt,101,opening times; relative humidity; temperature,"• An update of all measurements that are handled via Geoscope (relative humidity, temperature, opening times of door, extensometer, Mini-Piezometer, crackmeter,"
geoscope_boundary_and_auxiliary_context,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2026-05-11_TD517_CD-A_260507__Minutes_382ada29.pdf.txt,102,door,"Geoscope (relative humidity, temperature, opening times of door, extensometer, Mini-Piezometer, crackmeter, suction measurements) plus Laser scans with statistical"
geoscope_boundary_and_auxiliary_context,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/2026-05-11_TD517_CD-A_260507__Minutes_382ada29.pdf.txt,103,suction,"of door, extensometer, Mini-Piezometer, crackmeter, suction measurements) plus Laser scans with statistical interpretation has been sent to all partners (Mail sent by"
geoscope_boundary_and_auxiliary_context,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_Slides_TD_260427x_71b1ce18.pdf.txt,15,suction,"• Levelling (Sebastian, Senecio) • Suction (Susana, Jose Luis, today: Gesa) • Hannover Meeting focusing on measuring techniques (Taupe, NMR, ERT) 18.09.25"
geoscope_boundary_and_auxiliary_context,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_Slides_TD_260427x_71b1ce18.pdf.txt,35,suction,"• Levelling (Sebastian, Senecio) • Suction (Susana, Jose Luis, today: Gesa) • Hannover Meeting focusing on measuring techniques (Taupe, NMR, ERT) 18.09.25"
geoscope_boundary_and_auxiliary_context,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_Slides_TD_260427x_71b1ce18.pdf.txt,48,suction,--- Page 6 --- Suction measurements (Thermo-hygrometer and Psychrometer)
geoscope_boundary_and_auxiliary_context,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_Slides_TD_260427x_71b1ce18.pdf.txt,52,RH,- Open Twin: Thermo-hygrometer at RH < 95% - Closed Twin:
geoscope_boundary_and_auxiliary_context,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_Slides_TD_260427x_71b1ce18.pdf.txt,54,RH,- Closed Twin: Psychrometer at RH > 95% TODOs:
geoscope_boundary_and_auxiliary_context,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_TD_2026_sc_7834d993.pdf.txt,21,suction,• Pore pressure (Mini-Piezometer measurements) • Pore pressure in desaturated zone (Suction measurments) Approach:
geoscope_boundary_and_auxiliary_context,../cda_knowledge_base/measurements/other_hm_monitoring/derived_files/deep_source_pass/extracted_text/CD-A_TD_2026_sc_7834d993.pdf.txt,85,suction,• Pore pressure (Mini-Piezometer measurements) • Pore pressure in desaturated zone (Suction measurments) Approach:
