observation_id,source_file,source_sheet,source_row_1based,campaign_year,campaign_note,block_label,normalized_segment_label,twin,direction_inferred_from_label,borehole_depth_m,interval_length_m,permeability_m2,transmissibility_m3,log10_permeability_m2,geometry_evidence_status,geometry_evidence_source_file,geometry_evidence_locator,geometry_evidence_note,measurement_semantics,target_status,usable_for_current_ogs_fit,fit_use_recommendation,target_gap,segment_group,segment_start_label,segment_end_label,segment_length_2d_m,segment_tangent_x,segment_tangent_y,selection_method,best_lookup_status,worst_lookup_status,selected_sample_count,inside_cell_sample_count,fallback_sample_count,outside_sample_count,selected_cell_ids,selected_material_ids,center_lookup_cell_id,center_lookup_status
perm_0000,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2024_OT,4,2024,1. MessEinsatz (April 2024),BCDA_32,BCD-A32,open,horizontal,0.17,0.1,5e-16,5.000000000000001e-17,-15.301029995663981,endpoint_geometry_available_from_borehole_line_samples,inversion_workflow/processed_observations/borehole_line_mesh_samples.csv,BCD-A32,Labelled start/end coordinates and OGS line samples are available for this segment.,"gas pulse-test interpreted scalar permeability/transmissibility; treated as a noisy interval-scale constraint on intrinsic permeability, not as a cell-wise tensor component",mapped_inside_mesh,True,use_as_initial_direct_log_permeability_constraint,,Charac. Bohrungen,BCD-A32 Anfang,BCD-A32 Ende,3.9890156474488183,-0.960117289869176,-0.27959754951406285,interval_window,inside_cell,inside_cell,1.0,1.0,0.0,0.0,136,1,136.0,inside_cell
perm_0012,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2024_OT,5,2024,1. MessEinsatz (April 2024),BCDA_33,BCD-A33,open,vertical,0.25,0.1,2e-17,2e-18,-16.69897000433602,endpoint_geometry_available_from_borehole_line_samples,inversion_workflow/processed_observations/borehole_line_mesh_samples.csv,BCD-A33,Labelled start/end coordinates and OGS line samples are available for this segment.,"gas pulse-test interpreted scalar permeability/transmissibility; treated as a noisy interval-scale constraint on intrinsic permeability, not as a cell-wise tensor component",mapped_inside_mesh,True,use_as_initial_direct_log_permeability_constraint,,Charac. Bohrungen,BCD-A33 Anfang,BCD-A33 Ende,4.0019499251900905,0.33265801125746974,-0.9430475319655023,interval_window,inside_cell,inside_cell,1.0,1.0,0.0,0.0,4096,0,4096.0,inside_cell
perm_0013,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2024_OT,6,2024,1. MessEinsatz (April 2024),BCDA_33,BCD-A33,open,vertical,0.35,0.1,8e-17,8e-18,-16.096910013008056,endpoint_geometry_available_from_borehole_line_samples,inversion_workflow/processed_observations/borehole_line_mesh_samples.csv,BCD-A33,Labelled start/end coordinates and OGS line samples are available for this segment.,"gas pulse-test interpreted scalar permeability/transmissibility; treated as a noisy interval-scale constraint on intrinsic permeability, not as a cell-wise tensor component",mapped_inside_mesh,True,use_as_initial_direct_log_permeability_constraint,,Charac. Bohrungen,BCD-A33 Anfang,BCD-A33 Ende,4.0019499251900905,0.33265801125746974,-0.9430475319655023,interval_window,inside_cell,inside_cell,1.0,1.0,0.0,0.0,9359,0,9359.0,inside_cell
perm_0014,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2024_OT,7,2024,1. MessEinsatz (April 2024),BCDA_33,BCD-A33,open,vertical,0.45,0.1,8e-17,8e-18,-16.096910013008056,endpoint_geometry_available_from_borehole_line_samples,inversion_workflow/processed_observations/borehole_line_mesh_samples.csv,BCD-A33,Labelled start/end coordinates and OGS line samples are available for this segment.,"gas pulse-test interpreted scalar permeability/transmissibility; treated as a noisy interval-scale constraint on intrinsic permeability, not as a cell-wise tensor component",mapped_inside_mesh,True,use_as_initial_direct_log_permeability_constraint,,Charac. Bohrungen,BCD-A33 Anfang,BCD-A33 Ende,4.0019499251900905,0.33265801125746974,-0.9430475319655023,interval_window,inside_cell,inside_cell,1.0,1.0,0.0,0.0,3600,0,3600.0,inside_cell
perm_0015,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2024_OT,8,2024,1. MessEinsatz (April 2024),BCDA_33,BCD-A33,open,vertical,0.55,0.1,8e-15,8.000000000000001e-16,-14.096910013008056,endpoint_geometry_available_from_borehole_line_samples,inversion_workflow/processed_observations/borehole_line_mesh_samples.csv,BCD-A33,Labelled start/end coordinates and OGS line samples are available for this segment.,"gas pulse-test interpreted scalar permeability/transmissibility; treated as a noisy interval-scale constraint on intrinsic permeability, not as a cell-wise tensor component",mapped_inside_mesh,True,use_as_initial_direct_log_permeability_constraint,,Charac. Bohrungen,BCD-A33 Anfang,BCD-A33 Ende,4.0019499251900905,0.33265801125746974,-0.9430475319655023,interval_window,inside_cell,inside_cell,1.0,1.0,0.0,0.0,8057,0,8057.0,inside_cell
perm_0016,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2024_OT,9,2024,1. MessEinsatz (April 2024),BCDA_33,BCD-A33,open,vertical,0.65,0.1,,0.0,,,,,,"gas pulse-test interpreted scalar permeability/transmissibility; treated as a noisy interval-scale constraint on intrinsic permeability, not as a cell-wise tensor component",not_usable_missing_or_nonpositive_permeability,False,exclude_missing_or_nonpositive_interpreted_value,"The interpreted permeability value is missing, zero, or non-positive.",,,,,,,,,,,,,,,,,
perm_0017,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2024_OT,10,2024,1. MessEinsatz (April 2024),BCDA_33,BCD-A33,open,vertical,0.75,0.1,7e-15,7e-16,-14.154901959985743,endpoint_geometry_available_from_borehole_line_samples,inversion_workflow/processed_observations/borehole_line_mesh_samples.csv,BCD-A33,Labelled start/end coordinates and OGS line samples are available for this segment.,"gas pulse-test interpreted scalar permeability/transmissibility; treated as a noisy interval-scale constraint on intrinsic permeability, not as a cell-wise tensor component",mapped_inside_mesh,True,use_as_initial_direct_log_permeability_constraint,,Charac. Bohrungen,BCD-A33 Anfang,BCD-A33 Ende,4.0019499251900905,0.33265801125746974,-0.9430475319655023,interval_window,inside_cell,inside_cell,1.0,1.0,0.0,0.0,6194,0,6194.0,inside_cell
perm_0018,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2024_OT,11,2024,1. MessEinsatz (April 2024),BCDA_33,BCD-A33,open,vertical,0.85,0.1,4e-18,4e-19,-17.397940008672037,endpoint_geometry_available_from_borehole_line_samples,inversion_workflow/processed_observations/borehole_line_mesh_samples.csv,BCD-A33,Labelled start/end coordinates and OGS line samples are available for this segment.,"gas pulse-test interpreted scalar permeability/transmissibility; treated as a noisy interval-scale constraint on intrinsic permeability, not as a cell-wise tensor component",mapped_inside_mesh,True,use_as_initial_direct_log_permeability_constraint,,Charac. Bohrungen,BCD-A33 Anfang,BCD-A33 Ende,4.0019499251900905,0.33265801125746974,-0.9430475319655023,interval_window,inside_cell,inside_cell,1.0,1.0,0.0,0.0,4649,0,4649.0,inside_cell
perm_0019,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2024_OT,12,2024,1. MessEinsatz (April 2024),BCDA_33,BCD-A33,open,vertical,0.95,0.1,6e-18,6e-19,-17.221848749616356,endpoint_geometry_available_from_borehole_line_samples,inversion_workflow/processed_observations/borehole_line_mesh_samples.csv,BCD-A33,Labelled start/end coordinates and OGS line samples are available for this segment.,"gas pulse-test interpreted scalar permeability/transmissibility; treated as a noisy interval-scale constraint on intrinsic permeability, not as a cell-wise tensor component",mapped_inside_mesh,True,use_as_initial_direct_log_permeability_constraint,,Charac. Bohrungen,BCD-A33 Anfang,BCD-A33 Ende,4.0019499251900905,0.33265801125746974,-0.9430475319655023,interval_window,inside_cell,inside_cell,1.0,1.0,0.0,0.0,4650,0,4650.0,inside_cell
perm_0020,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2024_OT,13,2024,1. MessEinsatz (April 2024),BCDA_33,BCD-A33,open,vertical,1.05,0.1,2e-15,2e-16,-14.698970004336019,endpoint_geometry_available_from_borehole_line_samples,inversion_workflow/processed_observations/borehole_line_mesh_samples.csv,BCD-A33,Labelled start/end coordinates and OGS line samples are available for this segment.,"gas pulse-test interpreted scalar permeability/transmissibility; treated as a noisy interval-scale constraint on intrinsic permeability, not as a cell-wise tensor component",mapped_inside_mesh,True,use_as_initial_direct_log_permeability_constraint,,Charac. Bohrungen,BCD-A33 Anfang,BCD-A33 Ende,4.0019499251900905,0.33265801125746974,-0.9430475319655023,interval_window,inside_cell,inside_cell,1.0,1.0,0.0,0.0,5034,0,5034.0,inside_cell
perm_0021,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2024_OT,14,2024,1. MessEinsatz (April 2024),BCDA_33,BCD-A33,open,vertical,1.15,0.1,7e-16,7e-17,-15.154901959985743,endpoint_geometry_available_from_borehole_line_samples,inversion_workflow/processed_observations/borehole_line_mesh_samples.csv,BCD-A33,Labelled start/end coordinates and OGS line samples are available for this segment.,"gas pulse-test interpreted scalar permeability/transmissibility; treated as a noisy interval-scale constraint on intrinsic permeability, not as a cell-wise tensor component",mapped_inside_mesh,True,use_as_initial_direct_log_permeability_constraint,,Charac. Bohrungen,BCD-A33 Anfang,BCD-A33 Ende,4.0019499251900905,0.33265801125746974,-0.9430475319655023,interval_window,inside_cell,inside_cell,1.0,1.0,0.0,0.0,5030,0,5030.0,inside_cell
perm_0022,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2024_OT,15,2024,1. MessEinsatz (April 2024),BCDA_33,BCD-A33,open,vertical,1.25,0.1,9e-17,9e-18,-16.045757490560675,endpoint_geometry_available_from_borehole_line_samples,inversion_workflow/processed_observations/borehole_line_mesh_samples.csv,BCD-A33,Labelled start/end coordinates and OGS line samples are available for this segment.,"gas pulse-test interpreted scalar permeability/transmissibility; treated as a noisy interval-scale constraint on intrinsic permeability, not as a cell-wise tensor component",mapped_inside_mesh,True,use_as_initial_direct_log_permeability_constraint,,Charac. Bohrungen,BCD-A33 Anfang,BCD-A33 Ende,4.0019499251900905,0.33265801125746974,-0.9430475319655023,interval_window,inside_cell,inside_cell,1.0,1.0,0.0,0.0,5749,0,5749.0,inside_cell
perm_0023,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2024_OT,16,2024,1. MessEinsatz (April 2024),BCDA_33,BCD-A33,open,vertical,1.7,0.1,5e-17,5e-18,-16.30102999566398,endpoint_geometry_available_from_borehole_line_samples,inversion_workflow/processed_observations/borehole_line_mesh_samples.csv,BCD-A33,Labelled start/end coordinates and OGS line samples are available for this segment.,"gas pulse-test interpreted scalar permeability/transmissibility; treated as a noisy interval-scale constraint on intrinsic permeability, not as a cell-wise tensor component",mapped_inside_mesh,True,use_as_initial_direct_log_permeability_constraint,,Charac. Bohrungen,BCD-A33 Anfang,BCD-A33 Ende,4.0019499251900905,0.33265801125746974,-0.9430475319655023,interval_window,inside_cell,inside_cell,1.0,1.0,0.0,0.0,4317,0,4317.0,inside_cell
perm_0024,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2024_OT,17,2024,1. MessEinsatz (April 2024),BCDA_33,BCD-A33,open,vertical,3.3,0.1,8e-21,1e-22,-20.096910013008056,endpoint_geometry_available_from_borehole_line_samples,inversion_workflow/processed_observations/borehole_line_mesh_samples.csv,BCD-A33,Labelled start/end coordinates and OGS line samples are available for this segment.,"gas pulse-test interpreted scalar permeability/transmissibility; treated as a noisy interval-scale constraint on intrinsic permeability, not as a cell-wise tensor component",mapped_inside_mesh,True,use_as_initial_direct_log_permeability_constraint,,Charac. Bohrungen,BCD-A33 Anfang,BCD-A33 Ende,4.0019499251900905,0.33265801125746974,-0.9430475319655023,interval_window,inside_cell,inside_cell,1.0,1.0,0.0,0.0,3864,0,3864.0,inside_cell
perm_0025,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2024_CT,4,2024,1. MessEinsatz (April 2024),BCDA_34,BCD-A34,closed,vertical,0.15,0.1,5e-18,5e-19,-17.30102999566398,endpoint_geometry_available_from_borehole_line_samples,inversion_workflow/processed_observations/borehole_line_mesh_samples.csv,BCD-A34,Labelled start/end coordinates and OGS line samples are available for this segment.,"gas pulse-test interpreted scalar permeability/transmissibility; treated as a noisy interval-scale constraint on intrinsic permeability, not as a cell-wise tensor component",mapped_outside_mesh,False,exclude_from_current_local_ogs_fit_outside_mesh,,Charac. Bohrungen,BCD-A34 Anfang,BCD-A34 Ende,3.998689126113928,-0.312679206450377,-0.9498587862696025,interval_window,outside_mesh_bbox_nearest_cell,outside_mesh_bbox_nearest_cell,1.0,0.0,0.0,1.0,5828,0,5828.0,outside_mesh_bbox_nearest_cell
perm_0026,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2024_CT,5,2024,1. MessEinsatz (April 2024),BCDA_34,BCD-A34,closed,vertical,0.25,0.1,3e-20,3.0000000000000007e-21,-19.522878745280337,endpoint_geometry_available_from_borehole_line_samples,inversion_workflow/processed_observations/borehole_line_mesh_samples.csv,BCD-A34,Labelled start/end coordinates and OGS line samples are available for this segment.,"gas pulse-test interpreted scalar permeability/transmissibility; treated as a noisy interval-scale constraint on intrinsic permeability, not as a cell-wise tensor component",mapped_outside_mesh,False,exclude_from_current_local_ogs_fit_outside_mesh,,Charac. Bohrungen,BCD-A34 Anfang,BCD-A34 Ende,3.998689126113928,-0.312679206450377,-0.9498587862696025,interval_window,outside_mesh_bbox_nearest_cell,outside_mesh_bbox_nearest_cell,1.0,0.0,0.0,1.0,5828,0,5828.0,outside_mesh_bbox_nearest_cell
perm_0027,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2024_CT,6,2024,1. MessEinsatz (April 2024),BCDA_34,BCD-A34,closed,vertical,0.35,0.1,9e-20,9.000000000000001e-21,-19.045757490560675,endpoint_geometry_available_from_borehole_line_samples,inversion_workflow/processed_observations/borehole_line_mesh_samples.csv,BCD-A34,Labelled start/end coordinates and OGS line samples are available for this segment.,"gas pulse-test interpreted scalar permeability/transmissibility; treated as a noisy interval-scale constraint on intrinsic permeability, not as a cell-wise tensor component",mapped_outside_mesh,False,exclude_from_current_local_ogs_fit_outside_mesh,,Charac. Bohrungen,BCD-A34 Anfang,BCD-A34 Ende,3.998689126113928,-0.312679206450377,-0.9498587862696025,interval_window,outside_mesh_bbox_nearest_cell,outside_mesh_bbox_nearest_cell,1.0,0.0,0.0,1.0,5828,0,5828.0,outside_mesh_bbox_nearest_cell
perm_0028,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2024_CT,7,2024,1. MessEinsatz (April 2024),BCDA_34,BCD-A34,closed,vertical,0.45,0.1,8e-20,8e-21,-19.096910013008056,endpoint_geometry_available_from_borehole_line_samples,inversion_workflow/processed_observations/borehole_line_mesh_samples.csv,BCD-A34,Labelled start/end coordinates and OGS line samples are available for this segment.,"gas pulse-test interpreted scalar permeability/transmissibility; treated as a noisy interval-scale constraint on intrinsic permeability, not as a cell-wise tensor component",mapped_outside_mesh,False,exclude_from_current_local_ogs_fit_outside_mesh,,Charac. Bohrungen,BCD-A34 Anfang,BCD-A34 Ende,3.998689126113928,-0.312679206450377,-0.9498587862696025,interval_window,outside_mesh_bbox_nearest_cell,outside_mesh_bbox_nearest_cell,1.0,0.0,0.0,1.0,5828,0,5828.0,outside_mesh_bbox_nearest_cell
perm_0029,cda_knowledge_base/measurements/permeability_pulse_tests/source_files/2025-09-05_CD-A_Permeability.xlsx,2024_CT,8,2024,1. MessEinsatz (April 2024),BCDA_34,BCD-A34,closed,vertical,0.55,0.1,1e-13,1.0000000000000002e-14,-13.0,endpoint_geometry_available_from_borehole_line_samples,inversion_workflow/processed_observations/borehole_line_mesh_samples.csv,BCD-A34,Labelled start/end coordinates and OGS line samples are available for this segment.,"gas pulse-test interpreted scalar permeability/transmissibility; treated as a noisy interval-scale constraint on intrinsic permeability, not as a cell-wise tensor component",mapped_outside_mesh,False,exclude_from_current_local_ogs_fit_outside_mesh,,Charac. Bohrungen,BCD-A34 Anfang,BCD-A34 Ende,3.998689126113928,-0.312679206450377,-0.9498587862696025,interval_window,outside_mesh_bbox_nearest_cell,outside_mesh_bbox_nearest_cell,1.0,0.0,0.0,1.0,5828,0,5828.0,outside_mesh_bbox_nearest_cell
