downloads_path,relative_path,filename,normalized_filename,size_bytes,sha1,catalogue_status,catalogue_sha1_match,matching_catalogue_paths
/home/ber0061/Downloads/HERMES_TUL_update_2025 (1).docx,HERMES_TUL_update_2025 (1).docx,HERMES_TUL_update_2025 (1).docx,HERMES_TUL_update_2025.docx,8716,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/HERMES_TUL_update_2025.docx,HERMES_TUL_update_2025.docx,HERMES_TUL_update_2025.docx,HERMES_TUL_update_2025.docx,8716,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/HERMES_Task4_Task5_plan (1).xlsx,HERMES_Task4_Task5_plan (1).xlsx,HERMES_Task4_Task5_plan (1).xlsx,HERMES_Task4_Task5_plan.xlsx,8957,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/HERMES_Task4_Task5_plan.xlsx,HERMES_Task4_Task5_plan.xlsx,HERMES_Task4_Task5_plan.xlsx,HERMES_Task4_Task5_plan.xlsx,8957,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/HERMES_Task4_Task5_plan_dopocet.xlsx,HERMES_Task4_Task5_plan_dopocet.xlsx,HERMES_Task4_Task5_plan_dopocet.xlsx,HERMES_Task4_Task5_plan_dopocet.xlsx,14134,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/HERMES_Task4_Task5_plan_parametric_auto_luber_template.xlsx,HERMES_Task4_Task5_plan_parametric_auto_luber_template.xlsx,HERMES_Task4_Task5_plan_parametric_auto_luber_template.xlsx,HERMES_Task4_Task5_plan_parametric_auto_luber_template.xlsx,14134,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/HERMES_Task4_Task5_plan_v2.xlsx,HERMES_Task4_Task5_plan_v2.xlsx,HERMES_Task4_Task5_plan_v2.xlsx,HERMES_Task4_Task5_plan_v2.xlsx,8603,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/HERMES_Task4_Task5_plan_v4 (1).xlsx,HERMES_Task4_Task5_plan_v4 (1).xlsx,HERMES_Task4_Task5_plan_v4 (1).xlsx,HERMES_Task4_Task5_plan_v4.xlsx,7718,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/HERMES_Task4_Task5_plan_v4.xlsx,HERMES_Task4_Task5_plan_v4.xlsx,HERMES_Task4_Task5_plan_v4.xlsx,HERMES_Task4_Task5_plan_v4.xlsx,7718,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/HERMES_Task4_Task5_plan_v5.xlsx,HERMES_Task4_Task5_plan_v5.xlsx,HERMES_Task4_Task5_plan_v5.xlsx,HERMES_Task4_Task5_plan_v5.xlsx,8917,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/HERMES___annual_2025___Poster.pdf,HERMES___annual_2025___Poster.pdf,HERMES___annual_2025___Poster.pdf,HERMES___annual_2025___Poster.pdf,553623,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/HERMES_annual_meeting_Leipzig_Poster_Benchmark_Final.pdf,HERMES_annual_meeting_Leipzig_Poster_Benchmark_Final.pdf,HERMES_annual_meeting_Leipzig_Poster_Benchmark_Final.pdf,HERMES_annual_meeting_Leipzig_Poster_Benchmark_Final.pdf,919380,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Hermes-KickOff-BGR_241029.pptx,Hermes-KickOff-BGR_241029.pptx,Hermes-KickOff-BGR_241029.pptx,Hermes-KickOff-BGR_241029.pptx,1037290,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Hermes-KickOff-EDF-R&D.pptx,Hermes-KickOff-EDF-R&D.pptx,Hermes-KickOff-EDF-R&D.pptx,Hermes-KickOff-EDF-R&D.pptx,352260,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Hermes-KickOff-GFZ.pptx,Hermes-KickOff-GFZ.pptx,Hermes-KickOff-GFZ.pptx,Hermes-KickOff-GFZ.pptx,353080,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Hermes-KickOff-Georessources&IRSN.pptx,Hermes-KickOff-Georessources&IRSN.pptx,Hermes-KickOff-Georessources&IRSN.pptx,Hermes-KickOff-Georessources&IRSN.pptx,7622277,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Hermes-KickOff-IGN (1).pdf,Hermes-KickOff-IGN (1).pdf,Hermes-KickOff-IGN (1).pdf,Hermes-KickOff-IGN.pdf,328817,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Hermes-KickOff-IGN (1).pptx,Hermes-KickOff-IGN (1).pptx,Hermes-KickOff-IGN (1).pptx,Hermes-KickOff-IGN.pptx,441429,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Hermes-KickOff-IGN (2).pdf,Hermes-KickOff-IGN (2).pdf,Hermes-KickOff-IGN (2).pdf,Hermes-KickOff-IGN.pdf,328817,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Hermes-KickOff-IGN.pdf,Hermes-KickOff-IGN.pdf,Hermes-KickOff-IGN.pdf,Hermes-KickOff-IGN.pdf,328817,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Hermes-KickOff-IGN.pptx,Hermes-KickOff-IGN.pptx,Hermes-KickOff-IGN.pptx,Hermes-KickOff-IGN.pptx,441429,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Hermes-KickOff-Mitta.pptx,Hermes-KickOff-Mitta.pptx,Hermes-KickOff-Mitta.pptx,Hermes-KickOff-Mitta.pptx,848974,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Hermes-KickOff-T5-SURAO (1).pptx,Hermes-KickOff-T5-SURAO (1).pptx,Hermes-KickOff-T5-SURAO (1).pptx,Hermes-KickOff-T5-SURAO.pptx,189103,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Hermes-KickOff-T5-SURAO.pptx,Hermes-KickOff-T5-SURAO.pptx,Hermes-KickOff-T5-SURAO.pptx,Hermes-KickOff-T5-SURAO.pptx,189103,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Hermes-KickOff-TUL (1).pptx,Hermes-KickOff-TUL (1).pptx,Hermes-KickOff-TUL (1).pptx,Hermes-KickOff-TUL.pptx,2642940,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Hermes-KickOff-TUL.pptx,Hermes-KickOff-TUL.pptx,Hermes-KickOff-TUL.pptx,Hermes-KickOff-TUL.pptx,2642940,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Hermes-KickOff-TUS_Template.pptx,Hermes-KickOff-TUS_Template.pptx,Hermes-KickOff-TUS_Template.pptx,Hermes-KickOff-TUS_Template.pptx,330798,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Hermes-KickOff-Task 4 Overview.pptx,Hermes-KickOff-Task 4 Overview.pptx,Hermes-KickOff-Task 4 Overview.pptx,Hermes-KickOff-Task 4 Overview.pptx,2534517,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Hermes-KickOff-Task-3-synthesis (1).pptx,Hermes-KickOff-Task-3-synthesis (1).pptx,Hermes-KickOff-Task-3-synthesis (1).pptx,Hermes-KickOff-Task-3-synthesis.pptx,5668203,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Hermes-KickOff-Task-3-synthesis.pptx,Hermes-KickOff-Task-3-synthesis.pptx,Hermes-KickOff-Task-3-synthesis.pptx,Hermes-KickOff-Task-3-synthesis.pptx,5668203,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Hermes-KickOff-YourOrg_Template.pptx,Hermes-KickOff-YourOrg_Template.pptx,Hermes-KickOff-YourOrg_Template.pptx,Hermes-KickOff-YourOrg_Template.pptx,248551,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Hermes-KoM-UDC_v4.pptx,Hermes-KoM-UDC_v4.pptx,Hermes-KoM-UDC_v4.pptx,Hermes-KoM-UDC_v4.pptx,786851,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/IGN_HERMES_ annual.pptx,IGN_HERMES_ annual.pptx,IGN_HERMES_ annual.pptx,IGN_HERMES_ annual.pptx,896763,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/IGN_HERMES___annual_2025___Poster (1).pdf,IGN_HERMES___annual_2025___Poster (1).pdf,IGN_HERMES___annual_2025___Poster (1).pdf,IGN_HERMES___annual_2025___Poster.pdf,553623,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/IGN_HERMES___annual_2025___Poster.pdf,IGN_HERMES___annual_2025___Poster.pdf,IGN_HERMES___annual_2025___Poster.pdf,IGN_HERMES___annual_2025___Poster.pdf,553623,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Input_HERMES_PSI.docx,Input_HERMES_PSI.docx,Input_HERMES_PSI.docx,Input_HERMES_PSI.docx,833417,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Input_HERMES_SURAO_TUL_IGN (1).docx,Input_HERMES_SURAO_TUL_IGN (1).docx,Input_HERMES_SURAO_TUL_IGN (1).docx,Input_HERMES_SURAO_TUL_IGN.docx,30070,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Input_HERMES_SURAO_TUL_IGN (2).docx,Input_HERMES_SURAO_TUL_IGN (2).docx,Input_HERMES_SURAO_TUL_IGN (2).docx,Input_HERMES_SURAO_TUL_IGN.docx,30070,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Input_HERMES_SURAO_TUL_IGN.docx,Input_HERMES_SURAO_TUL_IGN.docx,Input_HERMES_SURAO_TUL_IGN.docx,Input_HERMES_SURAO_TUL_IGN.docx,30070,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Input_HERMES_SURAO_TUL_IGN_tracked_changes.docx,Input_HERMES_SURAO_TUL_IGN_tracked_changes.docx,Input_HERMES_SURAO_TUL_IGN_tracked_changes.docx,Input_HERMES_SURAO_TUL_IGN_tracked_changes.docx,33172,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Input_HERMES_YourOrganisation-2.pdf,Input_HERMES_YourOrganisation-2.pdf,Input_HERMES_YourOrganisation-2.pdf,Input_HERMES_YourOrganisation-2.pdf,425242,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Presentation_HERMES_UL_GeoRessources_KickOff.pptx,Presentation_HERMES_UL_GeoRessources_KickOff.pptx,Presentation_HERMES_UL_GeoRessources_KickOff.pptx,Presentation_HERMES_UL_GeoRessources_KickOff.pptx,6131849,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Refined_WorkPlan_HERMES_Mitta.docx,Refined_WorkPlan_HERMES_Mitta.docx,Refined_WorkPlan_HERMES_Mitta.docx,Refined_WorkPlan_HERMES_Mitta.docx,122549,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Save the date for the HERMES Kick-off meeting !!!.pdf,Save the date for the HERMES Kick-off meeting !!!.pdf,Save the date for the HERMES Kick-off meeting !!!.pdf,Save the date for the HERMES Kick-off meeting !!!.pdf,47102,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Slides/2024_Freiberg/bestbit_permeability.png,Slides/2024_Freiberg/bestbit_permeability.png,bestbit_permeability.png,bestbit_permeability.png,203013,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Slides/2024_Freiberg/mean_permeability.png,Slides/2024_Freiberg/mean_permeability.png,mean_permeability.png,mean_permeability.png,201933,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/Slides/2024_Freiberg/std_permeability.png,Slides/2024_Freiberg/std_permeability.png,std_permeability.png,std_permeability.png,200893,,downloads_relevant_name_candidate,,
"/home/ber0061/Downloads/Transfer tbv-b3.5@bgr.de 04.04.25, 10_51.zip","Transfer tbv-b3.5@bgr.de 04.04.25, 10_51.zip","Transfer tbv-b3.5@bgr.de 04.04.25, 10_51.zip","Transfer tbv-b3.5@bgr.de 04.04.25, 10_51.zip",12291879856,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/WP16 - HERMES_ full description (1).docx,WP16 - HERMES_ full description (1).docx,WP16 - HERMES_ full description (1).docx,WP16 - HERMES_ full description.docx,237281,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/WP16 - HERMES_ full description.docx,WP16 - HERMES_ full description.docx,WP16 - HERMES_ full description.docx,WP16 - HERMES_ full description.docx,198559,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/eurad2_hermes_beamer_preview_v2.pdf,eurad2_hermes_beamer_preview_v2.pdf,eurad2_hermes_beamer_preview_v2.pdf,eurad2_hermes_beamer_preview_v2.pdf,288072,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/eurad2_hermes_beamer_template_v2.zip,eurad2_hermes_beamer_template_v2.zip,eurad2_hermes_beamer_template_v2.zip,eurad2_hermes_beamer_template_v2.zip,651200,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/eurad2_hermes_preview.pdf,eurad2_hermes_preview.pdf,eurad2_hermes_preview.pdf,eurad2_hermes_preview.pdf,349932,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/fig_bayes/mean_permeability.png,fig_bayes/mean_permeability.png,mean_permeability.png,mean_permeability.png,201933,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/fig_bayes/std_permeability.png,fig_bayes/std_permeability.png,std_permeability.png,std_permeability.png,200893,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/hermes_logo.pdf,hermes_logo.pdf,hermes_logo.pdf,hermes_logo.pdf,6369,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/niche_shifted_points.pdf,niche_shifted_points.pdf,niche_shifted_points.pdf,niche_shifted_points.pdf,20572,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/yay/src/gopath/pkg/mod/github.com/!morganamilo/go-srcinfo@v1.0.0/testdata/srcinfos/good/deuchnord-hermes,yay/src/gopath/pkg/mod/github.com/!morganamilo/go-srcinfo@v1.0.0/testdata/srcinfos/good/deuchnord-hermes,deuchnord-hermes,deuchnord-hermes,466,,downloads_relevant_name_candidate,,
/home/ber0061/Downloads/CDA_N4_2D_250403,CDA_N4_2D_250403,CDA_N4_2D_250403,CDA_N4_2D_250403,4297627648,,uncatalogued_extracted_or_run_output_directory,,"261 files; suffixes={'.vtu': 245, '.xml': 14, '.pvd': 1, '.prj': 1}"
